"Date","Price","Open","High","Low","Vol.","Change %"
"07/08/2020","1,601.95","1,601.29","1,604.73","1,599.60","","0.00%"
"07/07/2020","1,601.90","1,603.55","1,605.58","1,599.31","","-0.08%"
"07/06/2020","1,603.18","1,597.77","1,605.23","1,597.71","","0.37%"
"07/03/2020","1,597.23","1,597.70","1,598.42","1,595.81","","-0.01%"
"07/02/2020","1,597.45","1,595.85","1,600.23","1,595.28","","0.15%"
"07/01/2020","1,595.11","1,592.52","1,595.96","1,590.32","","0.32%"
"06/30/2020","1,590.07","1,593.10","1,595.33","1,590.07","","-0.13%"
"06/29/2020","1,592.13","1,590.10","1,593.78","1,589.82","","0.06%"
"06/26/2020","1,591.11","1,594.39","1,595.65","1,589.56","","-0.17%"
"06/25/2020","1,593.76","1,592.19","1,595.23","1,591.33","","-0.16%"
"06/24/2020","1,596.29","1,598.86","1,600.82","1,592.54","","-0.11%"
"06/23/2020","1,598.06","1,594.90","1,599.65","1,590.59","","0.34%"
"06/22/2020","1,592.57","1,590.53","1,595.58","1,589.71","","0.11%"
"06/19/2020","1,590.84","1,587.73","1,592.90","1,587.02","","0.03%"
"06/18/2020","1,590.33","1,591.09","1,594.75","1,586.68","","-0.09%"
"06/17/2020","1,591.75","1,591.78","1,593.19","1,589.13","","-0.12%"
"06/16/2020","1,593.59","1,594.99","1,598.78","1,590.99","","0.26%"
"06/15/2020","1,589.41","1,596.39","1,596.39","1,589.41","","-0.49%"
"06/12/2020","1,597.19","1,597.60","1,600.59","1,594.32","","-0.29%"
"06/11/2020","1,601.88","1,607.30","1,609.51","1,597.47","","-0.34%"
"06/10/2020","1,607.38","1,604.81","1,612.23","1,604.32","","0.18%"
"06/09/2020","1,604.43","1,608.65","1,609.00","1,602.73","","0.10%"
"06/08/2020","1,602.86","1,603.10","1,608.32","1,600.83","","0.15%"
"06/05/2020","1,600.51","1,591.99","1,602.84","1,591.35","","0.58%"
"06/04/2020","1,591.33","1,593.53","1,593.65","1,589.00","","-0.18%"
"06/03/2020","1,594.23","1,590.14","1,594.47","1,589.19","","0.41%"
"06/02/2020","1,587.70","1,580.93","1,590.98","1,580.54","","0.49%"
"06/01/2020","1,580.01","1,576.35","1,582.03","1,576.31","","0.53%"
"05/29/2020","1,571.73","1,572.32","1,576.13","1,570.61","","0.00%"
"05/28/2020","1,571.67","1,571.18","1,575.16","1,570.05","","-0.01%"
"05/27/2020","1,571.83","1,575.39","1,575.63","1,568.93","","-0.19%"
"05/26/2020","1,574.88","1,568.26","1,576.03","1,568.22","","0.48%"
"05/25/2020","1,567.42","1,567.56","1,568.46","1,565.34","","0.06%"
"05/22/2020","1,566.54","1,571.80","1,571.85","1,563.72","","-0.38%"
"05/21/2020","1,572.51","1,571.11","1,573.35","1,568.16","","0.22%"
"05/20/2020","1,569.11","1,565.68","1,571.53","1,563.50","","0.17%"
"05/19/2020","1,566.40","1,564.72","1,567.61","1,564.16","","0.27%"
"05/18/2020","1,562.23","1,559.52","1,564.88","1,557.65","","0.06%"
"05/15/2020","1,561.34","1,563.26","1,563.36","1,557.97","","0.05%"
"05/14/2020","1,560.60","1,561.61","1,563.41","1,556.45","","-0.11%"
"05/13/2020","1,562.27","1,563.21","1,565.83","1,560.37","","-0.22%"
"05/12/2020","1,565.79","1,562.20","1,568.04","1,560.91","","0.03%"
"05/11/2020","1,565.28","1,567.64","1,569.18","1,561.98","","-0.13%"
"05/08/2020","1,567.34","1,562.77","1,568.54","1,562.57","","0.48%"
"05/07/2020","1,559.86","1,557.36","1,563.43","1,557.36","","-0.10%"
"05/06/2020","1,561.48","1,567.80","1,567.98","1,557.74","","-0.45%"
"05/05/2020","1,568.59","1,567.39","1,570.42","1,567.09","","0.24%"
"05/04/2020","1,564.90","1,564.38","1,566.92","1,563.32","","-0.27%"
"05/01/2020","1,569.13","1,571.55","1,571.58","1,564.67","","-0.37%"
"04/30/2020","1,574.95","1,573.88","1,580.01","1,571.91","","0.31%"
"04/29/2020","1,570.05","1,564.08","1,573.64","1,564.08","","0.59%"
"04/28/2020","1,560.82","1,559.47","1,564.75","1,557.62","","0.12%"
"04/27/2020","1,558.92","1,557.17","1,560.84","1,556.70","","0.22%"
"04/24/2020","1,555.56","1,559.51","1,559.77","1,554.21","","-0.35%"
"04/23/2020","1,560.99","1,557.75","1,562.35","1,557.03","","0.15%"
"04/22/2020","1,558.68","1,557.52","1,561.26","1,556.63","","0.00%"
"04/21/2020","1,558.67","1,564.22","1,564.22","1,556.29","","-0.45%"
"04/20/2020","1,565.72","1,567.00","1,568.25","1,563.99","","-0.03%"
"04/17/2020","1,566.13","1,564.57","1,567.97","1,564.33","","0.15%"
"04/16/2020","1,563.79","1,565.06","1,566.26","1,561.35","","-0.24%"
"04/15/2020","1,567.62","1,575.09","1,575.83","1,564.25","","-0.32%"
"04/14/2020","1,572.65","1,572.70","1,575.01","1,571.13","","0.02%"
"04/13/2020","1,572.32","1,577.49","1,577.52","1,571.37","","-0.15%"
"04/10/2020","1,574.62","1,574.57","1,578.27","1,573.96","","0.00%"
"04/09/2020","1,574.56","1,569.95","1,578.60","1,567.15","","0.52%"
"04/08/2020","1,566.39","1,569.75","1,569.92","1,563.69","","-0.08%"
"04/07/2020","1,567.66","1,558.62","1,572.77","1,558.50","","0.61%"
"04/06/2020","1,558.15","1,552.17","1,559.53","1,550.46","","0.17%"
"04/03/2020","1,555.46","1,559.03","1,559.39","1,552.14","","-0.16%"
"04/02/2020","1,558.01","1,555.41","1,558.79","1,551.05","","0.01%"
"04/01/2020","1,557.87","1,564.87","1,565.78","1,553.57","","-0.44%"
"03/31/2020","1,564.83","1,561.11","1,567.38","1,560.93","","0.20%"
"03/30/2020","1,561.74","1,566.70","1,567.40","1,559.96","","-0.52%"
"03/27/2020","1,569.88","1,574.47","1,579.56","1,564.89","","-0.03%"
"03/26/2020","1,570.30","1,560.99","1,575.55","1,560.89","","0.56%"
"03/25/2020","1,561.60","1,562.69","1,564.74","1,557.64","","0.21%"
"03/24/2020","1,558.30","1,549.32","1,563.35","1,549.26","","0.71%"
"03/23/2020","1,547.33","1,556.76","1,556.77","1,547.33","","-1.07%"
"03/20/2020","1,564.12","1,556.99","1,568.77","1,555.78","","0.73%"
"03/19/2020","1,552.85","1,565.37","1,567.18","1,547.55","","-1.11%"
"03/18/2020","1,570.28","1,584.03","1,585.12","1,558.39","","-0.71%"
"03/17/2020","1,581.54","1,587.39","1,588.62","1,579.21","","-0.51%"
"03/16/2020","1,589.63","1,597.34","1,599.21","1,584.21","","-0.59%"
"03/13/2020","1,599.08","1,594.89","1,607.99","1,590.24","","0.11%"
"03/12/2020","1,597.38","1,610.15","1,610.16","1,591.44","","-1.12%"
"03/11/2020","1,615.49","1,619.95","1,620.16","1,610.46","","-0.06%"
"03/10/2020","1,616.51","1,611.76","1,619.75","1,611.76","","0.29%"
"03/09/2020","1,611.83","1,623.59","1,625.62","1,611.83","","-0.95%"
"03/06/2020","1,627.24","1,629.87","1,630.76","1,624.95","","-0.25%"
"03/05/2020","1,631.29","1,635.68","1,636.49","1,627.12","","-0.29%"
"03/04/2020","1,636.10","1,634.66","1,640.78","1,633.75","","0.16%"
"03/03/2020","1,633.42","1,634.50","1,638.34","1,628.73","","0.19%"
"03/02/2020","1,630.33","1,624.59","1,635.56","1,623.61","","0.54%"
"02/28/2020","1,621.58","1,626.13","1,626.49","1,621.12","","-0.22%"
"02/27/2020","1,625.09","1,627.70","1,629.29","1,625.09","","-0.27%"
"02/26/2020","1,629.43","1,629.23","1,630.42","1,626.75","","-0.01%"
"02/25/2020","1,629.64","1,627.52","1,631.96","1,627.52","","0.19%"
"02/24/2020","1,626.54","1,632.02","1,632.20","1,624.53","","-0.34%"
"02/21/2020","1,632.01","1,632.75","1,633.63","1,627.26","","-0.23%"
"02/20/2020","1,635.70","1,642.15","1,642.41","1,631.45","","-0.42%"
"02/19/2020","1,642.61","1,642.99","1,644.31","1,640.37","","0.02%"
"02/18/2020","1,642.35","1,647.37","1,647.44","1,641.49","","-0.33%"
"02/17/2020","1,647.85","1,647.79","1,650.30","1,647.22","","-0.04%"
"02/14/2020","1,648.46","1,646.73","1,648.46","1,645.99","","0.03%"
"02/13/2020","1,647.90","1,649.11","1,649.28","1,645.56","","-0.09%"
"02/12/2020","1,649.32","1,649.64","1,651.95","1,648.58","","0.03%"
"02/11/2020","1,648.78","1,644.58","1,650.49","1,644.38","","0.26%"
"02/10/2020","1,644.46","1,642.59","1,645.44","1,641.97","","0.05%"
"02/07/2020","1,643.60","1,649.03","1,649.23","1,639.14","","-0.44%"
"02/06/2020","1,650.87","1,652.25","1,654.83","1,648.31","","0.17%"
"02/05/2020","1,648.06","1,648.95","1,654.25","1,645.33","","-0.06%"
"02/04/2020","1,648.98","1,642.44","1,649.37","1,641.40","","0.44%"
"02/03/2020","1,641.76","1,644.40","1,645.13","1,637.73","","-0.30%"
"01/31/2020","1,646.73","1,649.44","1,650.38","1,643.11","","-0.13%"
"01/30/2020","1,648.85","1,654.77","1,654.91","1,645.67","","-0.48%"
"01/29/2020","1,656.86","1,657.70","1,658.52","1,654.44","","0.00%"
"01/28/2020","1,656.90","1,654.58","1,657.29","1,652.98","","0.01%"
"01/27/2020","1,656.74","1,659.80","1,659.93","1,653.10","","-0.29%"
"01/24/2020","1,661.54","1,661.58","1,662.77","1,659.40","","-0.03%"
"01/23/2020","1,661.99","1,665.74","1,665.92","1,659.56","","-0.22%"
"01/22/2020","1,665.59","1,662.06","1,665.60","1,661.68","","0.13%"
"01/21/2020","1,663.47","1,669.37","1,669.76","1,661.77","","-0.39%"
"01/20/2020","1,670.04","1,669.93","1,673.06","1,668.80","","0.00%"
"01/17/2020","1,669.98","1,668.45","1,671.16","1,667.90","","0.11%"
"01/16/2020","1,668.16","1,668.42","1,670.16","1,667.52","","-0.06%"
"01/15/2020","1,669.14","1,670.24","1,670.69","1,668.08","","-0.08%"
"01/14/2020","1,670.44","1,670.42","1,673.26","1,668.35","","0.06%"
"01/13/2020","1,669.44","1,667.86","1,672.66","1,667.75","","0.08%"
"01/10/2020","1,668.06","1,665.90","1,669.71","1,664.90","","0.08%"
"01/09/2020","1,666.78","1,664.45","1,668.30","1,664.39","","0.31%"
"01/08/2020","1,661.57","1,660.92","1,665.07","1,656.77","","0.04%"
"01/07/2020","1,660.95","1,658.98","1,664.23","1,658.92","","0.15%"
"01/06/2020","1,658.46","1,658.80","1,659.17","1,655.29","","-0.07%"
"01/03/2020","1,659.65","1,664.86","1,665.27","1,657.28","","-0.28%"
"01/02/2020","1,664.39","1,666.50","1,666.64","1,663.59","","-0.06%"
"01/01/2020","1,665.41","1,666.16","1,666.28","1,665.41","","0.01%"
"12/31/2019","1,665.27","1,661.61","1,666.58","1,661.59","","0.16%"
"12/30/2019","1,662.61","1,659.09","1,662.98","1,658.94","","0.25%"
"12/27/2019","1,658.51","1,657.47","1,659.17","1,657.19","","0.09%"
"12/26/2019","1,657.00","1,657.18","1,657.82","1,656.15","","0.11%"
"12/25/2019","1,655.15","1,654.61","1,657.88","1,654.54","","0.01%"
"12/24/2019","1,655.01","1,653.29","1,655.01","1,652.74","","0.05%"
"12/23/2019","1,654.26","1,654.16","1,654.26","1,652.18","","0.02%"
"12/20/2019","1,654.00","1,653.68","1,655.28","1,652.76","","0.03%"
"12/19/2019","1,653.56","1,653.07","1,654.36","1,652.05","","-0.01%"
"12/18/2019","1,653.67","1,653.55","1,653.93","1,651.01","","0.02%"
"12/17/2019","1,653.26","1,653.37","1,654.07","1,652.21","","0.13%"
"12/16/2019","1,651.19","1,649.06","1,653.85","1,648.04","","0.11%"
"12/13/2019","1,649.37","1,652.22","1,653.73","1,647.63","","0.38%"
"12/12/2019","1,643.15","1,639.22","1,651.62","1,638.79","","0.37%"
"12/11/2019","1,637.03","1,636.66","1,639.33","1,634.73","","0.08%"
"12/10/2019","1,635.70","1,636.67","1,637.14","1,635.11","","-0.03%"
"12/09/2019","1,636.24","1,636.82","1,636.92","1,634.97","","0.09%"
"12/06/2019","1,634.84","1,633.80","1,636.74","1,632.28","","0.17%"
"12/05/2019","1,631.99","1,631.07","1,633.53","1,630.10","","0.17%"
"12/04/2019","1,629.18","1,628.76","1,631.67","1,626.21","","-0.04%"
"12/03/2019","1,629.86","1,630.97","1,631.49","1,626.54","","-0.04%"
"12/02/2019","1,630.49","1,630.33","1,631.46","1,627.97","","-0.03%"
"11/29/2019","1,630.98","1,632.17","1,632.88","1,629.55","","0.09%"
"11/28/2019","1,629.50","1,631.14","1,631.69","1,628.82","","-0.07%"
"11/27/2019","1,630.66","1,631.88","1,632.60","1,629.89","","0.06%"
"11/26/2019","1,629.76","1,631.70","1,633.00","1,629.06","","-0.12%"
"11/25/2019","1,631.68","1,630.70","1,633.45","1,630.67","","-0.03%"
"11/22/2019","1,632.21","1,633.09","1,633.31","1,630.25","","0.06%"
"11/21/2019","1,631.28","1,632.30","1,633.55","1,630.17","","-0.07%"
"11/20/2019","1,632.46","1,633.58","1,633.88","1,631.03","","-0.06%"
"11/19/2019","1,633.43","1,632.87","1,635.14","1,631.85","","-0.14%"
"11/18/2019","1,635.78","1,636.98","1,637.08","1,632.43","","0.01%"
"11/15/2019","1,635.63","1,632.37","1,636.86","1,632.27","","0.26%"
"11/14/2019","1,631.41","1,631.15","1,632.41","1,630.16","","-0.01%"
"11/13/2019","1,631.61","1,634.31","1,634.57","1,628.96","","-0.32%"
"11/12/2019","1,636.85","1,637.22","1,639.25","1,633.72","","-0.03%"
"11/11/2019","1,637.27","1,639.94","1,639.99","1,635.74","","-0.28%"
"11/08/2019","1,641.90","1,646.12","1,646.38","1,639.15","","-0.12%"
"11/07/2019","1,643.80","1,642.47","1,647.78","1,640.10","","0.00%"
"11/06/2019","1,643.80","1,646.59","1,647.58","1,641.50","","-0.20%"
"11/05/2019","1,647.06","1,642.64","1,649.02","1,642.53","","0.13%"
"11/04/2019","1,644.93","1,642.07","1,645.31","1,641.72","","0.24%"
"11/01/2019","1,640.92","1,636.15","1,641.69","1,635.58","","0.14%"
"10/31/2019","1,638.63","1,639.03","1,641.69","1,635.44","","0.15%"
"10/30/2019","1,636.10","1,638.50","1,640.14","1,634.06","","-0.23%"
"10/29/2019","1,639.81","1,638.54","1,640.88","1,637.51","","0.05%"
"10/28/2019","1,639.00","1,636.92","1,639.68","1,636.75","","0.22%"
"10/25/2019","1,635.38","1,633.33","1,637.30","1,632.32","","0.05%"
"10/24/2019","1,634.61","1,635.83","1,636.92","1,632.57","","0.11%"
"10/23/2019","1,632.81","1,633.06","1,635.49","1,630.44","","0.02%"
"10/22/2019","1,632.55","1,630.60","1,633.47","1,628.98","","0.18%"
"10/21/2019","1,629.66","1,628.35","1,632.53","1,628.20","","0.19%"
"10/18/2019","1,626.49","1,625.31","1,628.40","1,624.46","","0.14%"
"10/17/2019","1,624.23","1,621.19","1,627.23","1,620.31","","0.33%"
"10/16/2019","1,618.96","1,621.69","1,622.04","1,617.09","","-0.19%"
"10/15/2019","1,622.12","1,624.67","1,625.54","1,620.68","","-0.17%"
"10/14/2019","1,624.89","1,624.42","1,628.65","1,623.36","","0.23%"
"10/11/2019","1,621.10","1,618.81","1,626.62","1,618.06","","0.35%"
"10/10/2019","1,615.50","1,612.39","1,618.70","1,611.65","","0.14%"
"10/09/2019","1,613.29","1,610.83","1,615.11","1,609.94","","-0.03%"
"10/08/2019","1,613.75","1,611.48","1,615.78","1,609.67","","-0.01%"
"10/07/2019","1,613.85","1,615.51","1,615.56","1,611.19","","-0.07%"
"10/04/2019","1,614.99","1,610.38","1,615.53","1,610.32","","0.36%"
"10/03/2019","1,609.25","1,605.73","1,610.30","1,605.08","","0.25%"
"10/02/2019","1,605.18","1,604.27","1,605.25","1,602.69","","0.00%"
"10/01/2019","1,605.10","1,607.63","1,608.10","1,602.29","","-0.18%"
"09/30/2019","1,607.99","1,609.14","1,610.35","1,606.26","","-0.16%"
"09/27/2019","1,610.63","1,608.92","1,611.20","1,607.28","","0.08%"
"09/26/2019","1,609.28","1,610.26","1,611.21","1,607.77","","0.00%"
"09/25/2019","1,609.36","1,612.63","1,613.04","1,606.78","","-0.21%"
"09/24/2019","1,612.75","1,613.11","1,614.32","1,611.05","","0.03%"
"09/23/2019","1,612.29","1,614.84","1,615.55","1,611.03","","-0.19%"
"09/20/2019","1,615.32","1,613.36","1,617.90","1,613.05","","-0.01%"
"09/19/2019","1,615.47","1,617.60","1,617.60","1,612.98","","-0.15%"
"09/18/2019","1,617.95","1,618.15","1,619.70","1,616.18","","0.16%"
"09/17/2019","1,615.42","1,620.65","1,620.74","1,613.63","","-0.38%"
"09/16/2019","1,621.60","1,622.44","1,622.45","1,619.25","","0.04%"
"09/13/2019","1,621.00","1,621.56","1,624.77","1,621.00","","0.17%"
"09/12/2019","1,618.31","1,613.06","1,623.79","1,612.59","","0.43%"
"09/11/2019","1,611.37","1,611.53","1,613.01","1,609.98","","0.07%"
"09/10/2019","1,610.32","1,609.14","1,611.75","1,608.44","","0.08%"
"09/09/2019","1,608.99","1,609.99","1,611.31","1,608.58","","0.03%"
"09/06/2019","1,608.47","1,603.30","1,610.54","1,602.24","","0.30%"
"09/05/2019","1,603.63","1,602.54","1,605.40","1,601.99","","0.26%"
"09/04/2019","1,599.49","1,591.65","1,602.31","1,591.54","","0.59%"
"09/03/2019","1,590.04","1,589.97","1,591.21","1,587.38","","-0.20%"
"09/02/2019","1,593.29","1,594.04","1,594.18","1,589.73","","-0.14%"
"08/30/2019","1,595.45","1,593.80","1,595.95","1,591.47","","0.28%"
"08/29/2019","1,590.98","1,589.66","1,594.49","1,587.53","","0.02%"
"08/28/2019","1,590.62","1,593.55","1,593.55","1,589.73","","-0.10%"
"08/27/2019","1,592.22","1,593.16","1,594.52","1,590.36","","-0.06%"
"08/26/2019","1,593.14","1,597.29","1,597.29","1,591.58","","-0.65%"
"08/23/2019","1,603.53","1,602.03","1,605.19","1,597.03","","0.05%"
"08/22/2019","1,602.72","1,607.55","1,607.55","1,600.83","","-0.22%"
"08/21/2019","1,606.21","1,603.82","1,608.26","1,602.89","","0.19%"
"08/20/2019","1,603.12","1,601.42","1,604.34","1,599.90","","-0.05%"
"08/19/2019","1,603.92","1,607.66","1,607.95","1,600.98","","-0.20%"
"08/16/2019","1,607.14","1,606.54","1,609.17","1,604.67","","0.05%"
"08/15/2019","1,606.35","1,603.96","1,606.57","1,601.33","","-0.03%"
"08/14/2019","1,606.77","1,612.47","1,613.60","1,603.36","","0.08%"
"08/13/2019","1,605.51","1,605.11","1,613.17","1,600.39","","0.04%"
"08/12/2019","1,604.79","1,609.37","1,609.95","1,602.65","","-0.41%"
"08/09/2019","1,611.36","1,615.59","1,615.62","1,608.19","","-0.12%"
"08/08/2019","1,613.28","1,608.18","1,615.77","1,607.26","","0.27%"
"08/07/2019","1,608.90","1,612.08","1,612.30","1,604.64","","-0.10%"
"08/06/2019","1,610.53","1,606.36","1,614.47","1,605.55","","-0.02%"
"08/05/2019","1,610.78","1,626.43","1,627.18","1,606.66","","-1.04%"
"08/02/2019","1,627.68","1,636.64","1,637.32","1,625.39","","-0.76%"
"08/01/2019","1,640.17","1,645.12","1,645.12","1,635.50","","-0.60%"
"07/31/2019","1,650.14","1,648.89","1,651.57","1,643.91","","0.08%"
"07/30/2019","1,648.80","1,648.52","1,650.41","1,647.91","","0.07%"
"07/29/2019","1,647.57","1,648.87","1,649.72","1,646.62","","-0.03%"
"07/26/2019","1,647.99","1,650.08","1,650.30","1,647.48","","-0.17%"
"07/25/2019","1,650.80","1,652.40","1,653.79","1,648.95","","-0.13%"
"07/24/2019","1,653.01","1,651.10","1,653.44","1,650.20","","0.08%"
"07/23/2019","1,651.77","1,653.95","1,654.17","1,650.43","","-0.14%"
"07/22/2019","1,654.03","1,653.86","1,654.67","1,652.42","","-0.05%"
"07/19/2019","1,654.80","1,656.90","1,657.50","1,653.18","","0.11%"
"07/18/2019","1,652.94","1,651.97","1,656.04","1,650.76","","0.11%"
"07/17/2019","1,651.18","1,652.24","1,652.27","1,649.91","","-0.13%"
"07/16/2019","1,653.28","1,653.76","1,654.86","1,651.63","","-0.07%"
"07/15/2019","1,654.36","1,652.83","1,655.18","1,651.74","","0.20%"
"07/12/2019","1,651.11","1,654.12","1,654.15","1,650.54","","-0.19%"
"07/11/2019","1,654.28","1,651.72","1,655.75","1,651.46","","0.40%"
"07/10/2019","1,647.65","1,644.42","1,651.96","1,644.29","","0.14%"
"07/09/2019","1,645.30","1,645.60","1,646.03","1,643.44","","-0.02%"
"07/08/2019","1,645.64","1,645.22","1,646.95","1,642.72","","-0.11%"
"07/05/2019","1,647.38","1,650.88","1,650.88","1,643.60","","-0.23%"
"07/04/2019","1,651.14","1,648.31","1,651.56","1,648.07","","0.30%"
"07/03/2019","1,646.20","1,648.42","1,648.59","1,644.55","","-0.04%"
"07/02/2019","1,646.91","1,651.10","1,651.10","1,645.58","","-0.41%"
"07/01/2019","1,653.73","1,651.07","1,653.73","1,649.48","","0.24%"
"06/28/2019","1,649.77","1,648.86","1,650.97","1,647.66","","0.21%"
"06/27/2019","1,646.39","1,647.38","1,648.24","1,645.23","","0.07%"
"06/26/2019","1,645.16","1,645.49","1,647.43","1,642.41","","-0.03%"
"06/25/2019","1,645.68","1,647.93","1,648.44","1,644.10","","0.02%"
"06/24/2019","1,645.43","1,645.64","1,647.15","1,644.00","","0.14%"
"06/21/2019","1,643.18","1,646.04","1,647.32","1,641.37","","-0.07%"
"06/20/2019","1,644.30","1,635.97","1,647.02","1,635.50","","0.84%"
"06/19/2019","1,630.57","1,631.31","1,635.78","1,629.82","","0.25%"
"06/18/2019","1,626.43","1,622.10","1,631.84","1,621.64","","0.28%"
"06/17/2019","1,621.96","1,622.14","1,622.76","1,621.02","","-0.07%"
"06/14/2019","1,623.16","1,624.86","1,624.86","1,620.91","","-0.08%"
"06/13/2019","1,624.47","1,624.59","1,625.09","1,623.28","","-0.14%"
"06/12/2019","1,626.79","1,628.01","1,628.27","1,623.88","","-0.01%"
"06/11/2019","1,626.88","1,622.54","1,628.09","1,622.15","","0.27%"
"06/10/2019","1,622.48","1,624.10","1,624.48","1,620.29","","-0.06%"
"06/07/2019","1,623.43","1,623.07","1,624.28","1,618.51","","0.09%"
"06/06/2019","1,621.92","1,622.39","1,624.20","1,620.68","","-0.08%"
"06/05/2019","1,623.16","1,625.54","1,627.19","1,620.68","","0.03%"
"06/04/2019","1,622.73","1,623.56","1,625.29","1,621.48","","0.07%"
"06/03/2019","1,621.57","1,617.46","1,624.18","1,617.08","","0.25%"
"05/31/2019","1,617.54","1,613.42","1,618.00","1,611.18","","0.12%"
"05/30/2019","1,615.57","1,613.69","1,616.48","1,613.69","","0.23%"
"05/29/2019","1,611.94","1,614.21","1,614.21","1,609.04","","-0.16%"
"05/28/2019","1,614.47","1,618.59","1,618.74","1,613.58","","-0.30%"
"05/27/2019","1,619.36","1,618.70","1,620.72","1,618.19","","0.19%"
"05/24/2019","1,616.28","1,613.71","1,618.50","1,612.92","","0.23%"
"05/23/2019","1,612.65","1,615.50","1,615.68","1,610.18","","-0.18%"
"05/22/2019","1,615.53","1,615.38","1,616.97","1,612.56","","0.13%"
"05/21/2019","1,613.43","1,613.13","1,615.37","1,610.23","","0.04%"
"05/20/2019","1,612.82","1,610.47","1,613.94","1,610.47","","0.05%"
"05/17/2019","1,611.94","1,617.31","1,617.68","1,609.37","","-0.49%"
"05/16/2019","1,619.87","1,621.28","1,622.21","1,617.10","","-0.08%"
"05/15/2019","1,621.12","1,620.48","1,622.34","1,617.62","","0.09%"
"05/14/2019","1,619.71","1,617.74","1,621.65","1,617.28","","0.01%"
"05/13/2019","1,619.53","1,629.68","1,629.71","1,616.64","","-0.61%"
"05/10/2019","1,629.50","1,625.92","1,631.22","1,625.92","","0.25%"
"05/09/2019","1,625.39","1,632.88","1,633.22","1,622.27","","-0.58%"
"05/08/2019","1,634.94","1,631.54","1,634.94","1,630.80","","0.05%"
"05/07/2019","1,634.19","1,633.83","1,635.35","1,630.28","","0.02%"
"05/06/2019","1,633.85","1,638.55","1,638.56","1,631.88","","-0.26%"
"05/03/2019","1,638.13","1,635.53","1,640.12","1,634.36","","0.14%"
"05/02/2019","1,635.77","1,638.53","1,639.99","1,634.64","","-0.20%"
"05/01/2019","1,639.02","1,640.04","1,641.42","1,638.31","","0.08%"
"04/30/2019","1,637.78","1,639.19","1,639.98","1,635.55","","-0.10%"
"04/29/2019","1,639.37","1,639.44","1,640.43","1,638.54","","0.06%"
"04/26/2019","1,638.32","1,635.35","1,640.18","1,634.98","","0.19%"
"04/25/2019","1,635.19","1,637.52","1,637.74","1,630.41","","-0.36%"
"04/24/2019","1,641.03","1,645.59","1,645.64","1,636.90","","-0.25%"
"04/23/2019","1,645.12","1,647.79","1,648.31","1,642.74","","-0.16%"
"04/22/2019","1,647.69","1,651.14","1,651.19","1,647.33","","-0.13%"
"04/19/2019","1,649.91","1,650.03","1,650.89","1,649.89","","0.01%"
"04/18/2019","1,649.74","1,653.59","1,653.59","1,648.12","","-0.17%"
"04/17/2019","1,652.59","1,649.60","1,654.47","1,649.26","","0.17%"
"04/16/2019","1,649.80","1,651.41","1,651.67","1,648.50","","-0.12%"
"04/15/2019","1,651.85","1,652.68","1,653.57","1,651.13","","0.03%"
"04/12/2019","1,651.29","1,649.39","1,653.42","1,648.55","","-0.02%"
"04/11/2019","1,651.61","1,652.59","1,652.99","1,648.95","","-0.02%"
"04/10/2019","1,651.88","1,648.99","1,652.78","1,647.42","","0.18%"
"04/09/2019","1,648.83","1,646.87","1,649.95","1,646.37","","0.23%"
"04/08/2019","1,645.01","1,647.36","1,647.52","1,643.24","","-0.17%"
"04/05/2019","1,647.73","1,647.52","1,648.59","1,646.47","","0.05%"
"04/04/2019","1,646.84","1,649.07","1,649.47","1,644.69","","-0.20%"
"04/03/2019","1,650.18","1,645.27","1,650.55","1,645.14","","0.30%"
"04/02/2019","1,645.24","1,647.21","1,647.82","1,643.63","","-0.09%"
"04/01/2019","1,646.70","1,641.30","1,646.90","1,641.30","","0.34%"
"03/29/2019","1,641.04","1,638.84","1,643.44","1,638.47","","0.23%"
"03/28/2019","1,637.21","1,636.63","1,638.59","1,632.77","","-0.13%"
"03/27/2019","1,639.37","1,645.23","1,645.24","1,636.80","","-0.39%"
"03/26/2019","1,645.76","1,647.58","1,649.31","1,644.53","","-0.10%"
"03/25/2019","1,647.40","1,641.37","1,647.97","1,641.18","","0.17%"
